"","Date","Station","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090.3","K090.1","K090.2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122K175","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"213","1987/07/08",3,0,0,0,0,0,0,0,0,0,191336,0,0,0,0,1348582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141231,0,0,0,0,0,0,0,0,0,209868,0,0,0,0,0,0,0,0,0,0,0,853824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370928,60590,0,0,0,0,0,0,0,0,0,0,0,0
"214","1987/08/05",3,0,0,0,0,0,0,0,0,0,789260,0,0,0,0,1348582,0,0,0,0,0,0,0,0,0,0,0,658656,0,0,0,0,0,0,0,0,0,6586563,0,0,0,440751,0,0,847385,0,0,0,0,0,0,0,0,0,104934,0,0,0,0,0,0,1118637,0,0,646845,0,361186,0,0,0,0,0,0,0,0,0,0,0,0,0,140676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701573,0,807505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370928,30191,0,0,0,0,0,0,19734,0,0,0,0,45363
"215","1987/09/09",3,0,0,0,0,0,0,0,0,0,1243682,0,0,0,0,674291,0,0,0,0,0,0,0,0,0,0,0,3951938,0,0,0,0,0,0,0,0,0,2634625,0,0,0,0,0,0,13488052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118637,0,0,856253,2586986,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73167,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","1987/10/14",3,0,0,0,0,0,0,0,0,0,1817689,0,0,0,0,74921,0,0,0,0,0,0,0,0,0,0,0,28980877,0,0,0,0,0,0,0,0,0,1756417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17967618,0,0,1918061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","1987/11/11",3,0,0,0,0,0,0,0,0,0,884927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30298190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96164,0,0,0,0,0,0,2244988,0,0,0,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16453,0,0,0,0,0,0,0,0,0,185416,30191,0,0,0,0,0,0,0,0,0,0,0,0
"218","1987/12/09",3,0,0,0,0,0,0,0,0,0,191336,0,0,0,0,149842,0,0,0,0,0,0,0,0,0,0,0,75745474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550919,0,0,0,0,0,0,2244988,0,0,0,0,3376596,0,0,50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341212,0,0,0,0,0,0,0,0,0,52342,0,0,0
"219","1988/01/13",3,0,0,0,0,0,0,0,0,0,0,0,0,0,76477,37461,0,0,0,0,0,0,0,0,0,0,0,17125064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253596,0,0,0,0,0,0,2244988,0,0,0,0,17127360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936504,0,807505,0,0,0,603954,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,270606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0,0,0,15598,0,0,0,0,14992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934632,0,0,0,0,0,0,0,0,0,10461,0,0,0
"220","1988/02/10",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174910,0,0,0,0,0,0,0,0,0,0,0,11649787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215876,0,2745294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31304,0,0,0,0,0,0,0,0,11534,0,9826,1009496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65461,0,0,0,0,0,0,0,0,0,20922,0,0,22677
"221","1988/03/09",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288554,0,0,0,0,0,0,0,0,0,809111,0,4719548,0,0,0,0,0,0,0,0,0,0,0,0,0,562703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35611283,0,2260570,7749583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29511,0,0,0,0,4289241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0,0,0,62608,0,0,0,0,0,0,0,0,0,0,118386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82503,0,0,0,0,0,0,0,0,0,0,0,0,22677
"224","1988/06/08",3,0,0,0,0,0,0,0,0,0,124841,0,0,0,0,131112,0,0,0,0,0,0,0,0,0,0,0,3183505,0,0,0,276926,0,0,0,0,0,1317313,0,0,0,239525,0,0,529616,0,0,0,0,0,0,0,0,0,415411,0,0,0,0,0,0,0,0,0,0,0,3799085,0,0,0,0,0,0,0,0,0,0,0,0,0,281352,0,0,0,0,8016850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633771,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,40109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121451,7496,0,0,0,0,0,0,0,0,0,0,0,0
"225","1988/07/13",3,0,0,0,0,0,0,0,0,0,532218,0,0,0,0,43704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270468,0,0,0,0,0,7025667,0,0,0,6323448,0,0,4943079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175966,0,0,0,0,351012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","1988/08/10",3,0,0,0,0,0,0,0,0,0,2818259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097760,0,0,0,201248,0,0,0,0,0,493992,0,0,0,143715,0,0,1129847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202278,0,29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","1988/09/14",3,0,0,0,0,0,0,0,0,0,7541398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922089,0,0,0,135234,0,0,0,0,0,54888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325,0,0,0,0,0,0,11232655,0,0,745516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767,0,0,0,0,0,0,0,0,0,9336,15200,0,0,0,0,0,0,4899,0,0,0,0,0
"228","1988/10/12",3,0,0,0,0,0,0,0,0,0,4526416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427089,0,0,0,70835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7020409,0,0,1213667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946846,0,0,0,0,0,0,161606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56124,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","1988/11/09",3,0,0,0,0,0,0,0,0,0,1117001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,16100,0,0,0,0,0,54888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21624403,0,0,3365158,808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","1988/12/07",3,0,0,0,0,0,0,0,0,0,65706,0,0,0,0,21852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137730,0,0,0,0,0,0,0,0,0,833456,0,370934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21015,7496,0,0,0,0,0,0,0,0,0,0,0,0
"231","1989/01/11",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50275,0,0,0,0,0,0,0,0,0,129217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30033,0,0,0,0,0,0,0,0,0,0,0,0,5667
"232","1989/02/08",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39343,0,0,0,0,0,0,0,0,0,0,0,186820,0,0,0,0,0,0,0,0,0,0,0,0,0,140676,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","1989/04/12",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65591,0,0,0,0,0,0,0,0,0,143591,0,103615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,0,0,0,0,0,0,0,0,0,5231,0,0,0
"235","1989/05/10",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869391,0,0,0,0,0,0,0,0,0,0,0,0,70615,0,0,0,0,0,0,0,0,0,704025,0,0,0,0,0,0,0,0,0,1582137,0,984654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664322,0,0,0,608119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37377,0,0,0,0,0,0,0,0,0,10461,0,0,0
"236","1989/06/14",3,0,0,0,0,0,0,0,0,0,394236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,386396,0,0,0,0,0,768432,0,0,0,958098,0,0,1200462,0,0,0,0,0,0,0,0,0,332341,0,0,0,0,0,0,0,0,0,3052958,0,470522,0,0,0,0,0,0,0,0,0,0,0,0,0,1055793,0,0,0,0,3156359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89786,0,0,0,0,0,0,0,0,301270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,13371,0,0,0,0,0,0,0,0,0,79406,0,0,0,0,0,0,0,0,0,10461,0,0,45363
"237","1989/07/12",3,0,0,0,0,0,0,0,0,0,4130866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,0,0,15697975,0,0,0,9293552,0,0,2895232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","1989/08/09",3,0,0,0,0,0,0,0,0,0,13141186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112699,0,0,0,0,0,5763243,0,0,0,95810,0,0,0,0,0,0,0,0,0,0,0,0,6547,0,0,0,0,0,0,0,0,0,0,324484,60474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","1989/10/11",3,0,0,0,0,0,0,0,0,0,2339131,0,0,0,0,28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370296,0,0,0,0,0,658656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563176,0,0,160044,0,29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","1989/12/13",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,2106123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,32541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","1990/01/10",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304,0,0,0,0,0,0,308589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","1990/02/07",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59044,0,0,0,0,0,0,0,0,0,0,0,3618491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645560,9727063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","1990/03/14",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798027,0,0,0,0,0,0,563176,0,0,1390462,0,2684046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","1990/04/11",3,0,0,0,0,0,0,0,0,0,0,0,0,0,4630051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211276,0,0,0,0,0,0,5053152,0,0,167962,0,4036965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,3310991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46713,0,0,0,0,0,0,0,0,0,0,0,0,11343
"247","1990/05/09",3,0,0,0,0,0,0,0,0,0,0,0,0,0,63775,56191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8524866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201159,0,0,0,0,0,0,3934515,0,0,650009,0,3859558,0,0,0,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992082,0,484725,0,0,0,0,0,0,0,0,0,0,276139,0,0,0,0,0,0,0,0,0,0,0,272472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56050,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","1990/06/13",3,0,0,5376765,0,0,0,0,0,16821,0,0,0,0,9549,309050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72449,0,0,0,0,0,0,0,0,0,239525,0,0,953308,0,0,0,0,0,0,0,0,0,170525,0,0,0,0,0,0,1681812,0,0,589446,0,844149,0,0,19045,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610365,0,1049312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,28353
"250","1990/07/11",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505718,0,0,0,0,0,0,0,0,0,0,0,9715180,0,0,0,1368487,0,0,0,0,0,49932,0,0,0,1149718,0,0,0,49932,0,0,0,0,0,0,0,0,13094,0,0,0,0,0,0,3371339,0,0,0,0,301541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
