"","Date","Station","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090.3","K090.1","K090.2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"213","1987/07/08",9,0,0,0,0,0,0,0,0,0,0,0,0,0,50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294286,0,0,0,0,0,0,0,0,0,0,0,2170432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217019,0,0,0,"14540034",0,0,0,0,0,0,0,0,56050,0,0,0,0,0,0,0,0,0,62803,0,0,0
"214","1987/08/05",9,0,0,0,0,0,0,0,0,0,53682,0,0,0,0,393336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8709,0,0,0,0,0,0,416596,0,0,121144,320039,14911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406842,0,0,0,0,0,80091,22395,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,"0",0,0,0,0,0,0,0,0,52582,11244,0,0,0,0,0,0,0,0,1294,0,0,0
"215","1987/09/09",9,0,0,0,0,0,0,0,0,0,131543,0,0,0,0,280955,0,0,0,0,0,0,0,0,0,0,0,329328,0,0,0,80499,0,0,0,0,0,1317313,0,0,0,0,0,0,494308,425950,0,0,0,0,0,0,0,0,21864,0,0,0,0,0,0,6171788,0,0,1618223,969008,603082,0,0,0,0,0,0,0,122687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1514760",0,0,0,0,0,0,0,0,73167,14991,0,0,0,0,0,0,0,0,0,0,0,0
"216","1987/10/14",9,0,0,0,0,0,0,0,0,0,370713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42154003,0,0,0,386396,0,0,0,0,0,3951938,0,0,0,3832392,0,0,564923,3832392,0,0,0,0,0,0,0,0,52437,0,0,0,0,0,0,15722630,0,0,642190,0,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153143,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","1987/11/11",9,0,0,0,0,0,0,0,0,0,406588,0,0,0,38195,0,0,0,0,0,0,0,0,0,0,0,0,53351160,0,0,0,0,0,0,0,0,0,0,0,0,0,383239,0,0,0,383239,0,0,0,0,0,0,0,0,148662,0,0,0,0,0,0,6734964,0,0,0,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233321,0,645560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62608,0,0,0,0,0,0,0,0,0,0,0,431933,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,366087,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","1987/12/09",9,0,0,0,0,0,0,0,0,0,41855,0,0,0,25492,0,0,0,0,0,0,0,0,0,0,0,0,29639533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086155,0,0,0,0,0,0,119577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39439,0,0,0,0,0,0,"2421952",0,0,0,0,0,0,0,0,73167,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","1988/01/13",9,0,0,0,0,0,0,0,0,0,0,0,0,0,101969,0,0,0,0,0,0,0,0,0,0,0,0,12624246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262365,0,0,0,0,0,0,0,0,0,0,0,2773514,0,0,50846,0,0,0,0,0,0,0,0,0,0,562703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701573,0,0,0,0,0,1212073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29984,0,0,0,11534,0,0,1442420,0,108509,0,0,0,"2421952",0,0,0,0,0,0,0,0,297761,0,0,0,0,0,0,0,0,0,20922,0,0,0
"220","1988/02/10",9,0,0,2714,0,0,0,0,0,0,0,0,0,0,63424,0,0,0,0,0,0,0,0,0,0,0,0,873383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434873,0,0,0,0,0,0,0,0,0,319256,0,4557907,0,0,0,0,0,0,0,857113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523345,0,2409204,0,0,0,0,0,397602,0,0,0,0,0,0,0,0,0,0,0,29359,0,0,0,0,5943994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24959,0,0,0,0,0,0,0,0,0,0,46687,0,0,0,0,0,0,0,0,0,0,9758,1147199,0,107950,0,0,0,"3012875",0,0,0,0,0,0,0,0,92167,0,0,0,0,0,0,0,0,0,31222,0,0,22550
"221","1988/03/09",9,0,0,0,0,0,0,0,0,0,0,0,0,0,306083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7028606,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1210976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","1988/06/08",9,0,0,0,0,0,0,0,0,42056,98559,0,0,0,0,43704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51528,0,0,0,0,0,0,0,0,0,95810,0,0,141231,95810,0,0,0,0,0,0,0,0,135567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,37377,45391,0,0,0,0,0,0,0,0,0,0,0,0
"225","1988/07/13",9,0,0,0,0,0,0,0,0,0,13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128799,0,0,0,0,0,219552,0,0,0,2874294,0,0,282462,2874294,0,0,0,0,0,0,0,0,17479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,28025,60590,0,0,0,0,0,0,0,0,0,0,0,0
"226","1988/08/10",9,0,0,0,0,0,0,0,0,21028,788471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909065,0,0,0,985319,0,0,0,0,0,13886670,0,0,0,0,0,0,882693,0,0,0,0,0,0,0,0,0,32796,0,0,0,0,0,0,0,0,0,283411,0,93374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160182,29894,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,4668,30399,0,0,0,0,0,0,0,0,0,0,0,0
"227","1988/09/14",9,0,0,0,0,0,0,0,0,0,52565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29639533,0,0,0,160998,0,0,0,0,0,1975969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,102753,0,295747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27221,0,0,4113,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","1988/10/12",9,0,0,0,0,0,0,0,0,21028,3139298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24150731,0,0,0,80499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17479,0,0,0,0,0,0,0,0,0,1251147,0,643498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,9336,15200,0,0,0,0,0,0,0,0,0,0,0,0
"229","1988/11/09",9,0,0,0,0,0,0,0,0,0,525647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915891,0,0,0,32200,0,0,0,0,0,219552,0,0,0,191620,0,0,0,191620,0,0,0,0,0,0,0,0,13094,0,0,0,0,0,0,0,0,0,677364,0,128868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","1988/12/07",9,0,0,0,0,0,0,0,0,0,13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209868,0,0,0,0,0,0,2808164,0,0,0,0,19367015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211257,0,0,0,0,0,0,0,0,0,0,18837,0,0,0,0,0,0,0,0,0,0,0,543078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,18689,0,0,0,0,0,0,0,0,0,20940,0,0,0
"231","1989/01/11",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9851,0,0,0,0,0,0,138865,0,0,0,0,619946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,0,0,1312,0,0,0
"232","1989/02/08",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,2624,0,0,0
"234","1989/04/12",9,0,0,0,0,0,0,0,0,0,0,0,0,0,19097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7652255,0,0,0,0,0,0,0,0,0,0,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,20940,0,0,0
"235","1989/05/10",9,0,0,0,0,0,0,0,0,0,0,0,0,0,274196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030390,0,0,0,0,0,219552,0,0,0,0,0,0,0,141983,0,0,0,0,0,0,0,0,795865,0,0,0,0,0,0,0,0,0,0,0,1274558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22159,0,0,0,0,4348353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,8226,"0",0,0,0,0,0,0,0,0,102763,0,0,0,0,0,0,0,0,0,31402,0,0,0
"236","1989/06/14",9,0,0,0,0,0,0,0,0,0,0,0,0,0,63775,218520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321997,0,0,0,0,0,219552,0,0,0,287429,0,0,282462,287429,0,0,0,0,0,0,0,0,1263713,0,0,0,0,0,0,0,0,0,0,0,559277,0,0,0,0,0,0,0,0,0,0,0,0,0,281352,0,0,0,0,2605751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6782818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14992,0,0,0,0,0,0,0,0,54255,0,0,0,"0",0,0,0,0,0,0,0,0,37377,90989,0,0,0,0,0,0,0,0,0,0,0,0
"237","1989/07/12",9,0,0,0,0,0,0,0,0,0,52565,0,0,0,63775,43704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32200,0,0,0,0,0,3512834,0,0,0,3497058,0,0,741462,3497058,0,0,0,0,0,0,0,0,91840,0,0,0,0,0,0,0,0,0,0,0,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,272472,0,0,0,0,0,0,59789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,42045,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","1989/08/09",9,0,0,0,0,0,0,0,0,0,5256474,0,0,0,25492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466895,0,0,0,0,0,13392678,0,0,0,958098,0,0,0,1561528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,4668,7496,0,0,0,0,0,0,0,0,0,0,0,0
"239","1989/09/06",9,0,0,0,0,0,0,0,0,0,5847828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865772,0,0,0,0,0,1536865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69976,0,0,0,0,0,0,0,0,0,809111,0,1330189,0,0,12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,363821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,9336,30399,0,0,0,0,0,0,0,0,0,0,0,0
"240","1989/10/11",9,0,0,0,0,0,0,0,0,44858,583994,0,0,0,0,309050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440936,0,0,0,0,0,5488802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89617,0,0,0,0,0,0,25273473,0,0,563180,0,391838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,18689,15200,0,0,0,0,0,0,0,0,0,0,0,5667
"242","1989/12/13",9,0,0,0,0,0,0,0,0,0,0,0,0,0,19097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305897,0,0,0,0,0,21296554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319187,0,0,0,0,0,0,8424491,0,0,383349,0,120948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39439,0,0,54255,0,0,0,"0",0,0,0,0,0,0,0,0,98303,0,0,0,0,0,0,0,0,0,0,0,0,11343
"243","1990/01/10",9,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31714,0,0,0,0,0,0,0,0,0,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","1990/02/07",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,25279674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","1990/03/14",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577227,0,0,0,0,0,0,0,0,0,826672,0,783675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,23357,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","1990/04/11",9,0,0,0,0,0,0,0,0,0,0,0,0,0,95662,0,0,0,0,0,0,0,0,0,0,0,0,219552,0,0,0,112699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832171,0,0,0,0,0,61367,2244988,0,0,482046,0,926860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820648,0,1545129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14773,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,116783,0,0,0,0,0,0,0,0,0,7855,0,0,0
"247","1990/05/09",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060780,0,0,0,0,0,0,0,0,0,0,0,0,0,567934,0,0,0,0,0,0,0,0,350301,0,0,0,0,0,76499,840906,0,0,431432,0,209898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053969,0,1049312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,23357,7496,0,0,0,0,0,0,0,0,0,0,0,0
"248","1990/06/13",9,0,0,0,0,0,0,0,0,0,0,0,0,0,19097,224764,0,0,0,0,0,0,0,0,0,0,0,4391042,0,0,0,80499,0,0,0,0,0,0,0,0,0,0,0,0,0,283967,0,0,0,0,0,0,0,0,768295,0,0,0,0,0,0,277730,0,0,81133,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7849254,0,928409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,252752,0,0,0,0,0,0,0,0,0,0,0,0,0
